File,Minor,Major,Total,Ownership,Bugs
CodecFactory.java,45.0,1.0,46.0,0.6,0.0
TestElevationComparator.java,46.0,0.0,46.0,0.41463414,7.0
CommonGramsFilter.java,45.0,1.0,46.0,0.8888889,4.0
TestGermanNormalizationFilter.java,45.0,1.0,46.0,0.6666667,1.0
BytesStore.java,45.0,1.0,46.0,0.5,0.0
NorwegianStemmer.java,45.0,1.0,46.0,0.85714287,0.0
CSVField.java,45.0,1.0,46.0,0.5,0.0
TestManagedSynonymFilterFactory.java,44.0,2.0,46.0,0.5,0.0
Weight.java,46.0,0.0,46.0,0.33333334,1.0
BulkOperationPacked40.java,45.0,1.0,46.0,0.5,1.0
TestWeakIdentityHashMap.java,45.0,1.0,46.0,1.0,0.0
ExtendedQueryBase.java,45.0,1.0,46.0,0.5,0.0
CzechStemFilterFactory.java,45.0,1.0,46.0,0.54545456,1.0
BulkOperationPackedSingleBlock1.java,45.0,1.0,46.0,0.5,2.0
TestFieldCache.java,45.0,1.0,46.0,0.51724136,10.0
SpanishStemmer.java,45.0,1.0,46.0,0.85714287,0.0
StringUtils.java,46.0,0.0,46.0,0.42857143,0.0
DirectSolrSpellChecker.java,45.0,1.0,46.0,0.53846157,1.0
FlushReaderTask.java,45.0,1.0,46.0,0.75,0.0
TestEntryCreators.java,46.0,0.0,46.0,0.41666666,0.0
TestBlockJoinValidation.java,45.0,1.0,46.0,1.0,3.0
TestBoostedQuery.java,45.0,1.0,46.0,0.5,4.0
Lucene41NormsFormat.java,45.0,1.0,46.0,1.0,0.0
StopwordAnalyzerBase.java,45.0,1.0,46.0,0.61538464,5.0
MultiTrie2.java,45.0,1.0,46.0,0.875,1.0
TestCodepointCountFilter.java,45.0,1.0,46.0,0.75,4.0
TestIndexWriterOnDiskFull.java,46.0,0.0,46.0,0.375,12.0
DefaultCodecFactory.java,45.0,1.0,46.0,0.75,0.0
LengthFilter.java,46.0,0.0,46.0,0.47058824,5.0
RemoteQueryErrorTest.java,45.0,1.0,46.0,0.6666667,0.0
FunctionQParserTest.java,45.0,1.0,46.0,0.6666667,0.0
FreqProxTermsWriterPerThread.java,45.0,1.0,46.0,0.5,0.0
BaseDocIdSetTestCase.java,45.0,1.0,46.0,0.6666667,0.0
LineRandomizerMapperReducerTest.java,45.0,1.0,46.0,0.75,0.0
RemoveUponClose.java,45.0,1.0,46.0,1.0,1.0
SimpleStandardTermsIndexReader.java,46.0,0.0,46.0,0.36363637,1.0
NumericRangeQueryNodeProcessor.java,46.0,0.0,46.0,0.4,0.0
BooleanQuery2ModifierNodeProcessor.java,45.0,1.0,46.0,0.6666667,2.0
TestTopKResultsHandlerRandom.java,46.0,0.0,46.0,0.42857143,1.0
FloatAssociationFacetField.java,45.0,1.0,46.0,0.5714286,0.0
TestRecovery.java,45.0,1.0,46.0,0.5416667,3.0
FileDataSource.java,46.0,0.0,46.0,0.125,0.0
DivFloatFunction.java,46.0,0.0,46.0,0.4,0.0
StreamingBinaryResponseParser.java,46.0,0.0,46.0,0.33333334,0.0
UpdateRequestHandler.java,46.0,0.0,46.0,0.2,0.0
UserDictionaryTest.java,46.0,0.0,46.0,0.44444445,0.0
InvertedDocConsumer.java,46.0,0.0,46.0,0.26666668,0.0
AbstractEmbeddedSolrServerTestCase.java,46.0,0.0,46.0,0.3846154,0.0
TestSlowCollationMethods.java,46.0,0.0,46.0,0.31578946,4.0
CachingCollector.java,46.0,0.0,46.0,0.23809524,5.0
Assign.java,46.0,0.0,46.0,0.33333334,0.0
TestSoraniNormalizationFilter.java,45.0,1.0,46.0,1.0,0.0
TestTurkishLowerCaseFilter.java,45.0,1.0,46.0,0.8333333,1.0
CategoryListBuilder.java,45.0,1.0,46.0,0.5,0.0
CommandLineUtil.java,46.0,0.0,46.0,0.33333334,0.0
TestCachingCollector.java,46.0,0.0,46.0,0.16666667,6.0
HttpShardHandlerFactory.java,46.0,0.0,46.0,0.36,0.0
TestDocValuesIndexing.java,46.0,0.0,46.0,0.28846154,19.0
TrecJudge.java,45.0,1.0,46.0,0.8,0.0
ExtendedBufferedReader.java,45.0,1.0,46.0,0.5,0.0
BulkOperationPacked6.java,45.0,1.0,46.0,0.6,2.0
TestStressReorder.java,45.0,1.0,46.0,0.6,0.0
ClassicFilterFactory.java,46.0,0.0,46.0,0.45454547,1.0
TestCapitalizationFilter.java,45.0,1.0,46.0,0.68421054,5.0
AssociationsDrillDownStream.java,45.0,1.0,46.0,0.5,0.0
RecyclingByteBlockAllocator.java,46.0,0.0,46.0,0.3,0.0
PayloadEncoder.java,45.0,1.0,46.0,0.6666667,0.0
SpellChecker.java,45.0,1.0,46.0,0.52,5.0
BulkOperationPacked.java,45.0,1.0,46.0,1.0,1.0
Lucene3xTermVectorsReader.java,45.0,1.0,46.0,0.5,0.0
AssociationIndexer.java,46.0,0.0,46.0,0.3,1.0
FieldQueryNode.java,46.0,0.0,46.0,0.4,0.0
IndexMergeTool.java,45.0,1.0,46.0,0.625,2.0
IndexSchemaTest.java,45.0,1.0,46.0,0.6666667,0.0
LetterTokenizer.java,45.0,1.0,46.0,0.71428573,3.0
Term.java,46.0,0.0,46.0,0.47619048,0.0
SchemaAware.java,44.0,2.0,46.0,0.5,0.0
TestAnalyzers.java,45.0,1.0,46.0,0.5555556,4.0
TestShapes2D.java,45.0,1.0,46.0,0.53846157,0.0
NRTManager.java,45.0,1.0,46.0,0.5185185,4.0
HTMLParserTokenManager.java,45.0,1.0,46.0,0.53846157,0.0
InflectionAttributeImpl.java,45.0,1.0,46.0,0.5,0.0
TestSpanQueryParser.java,45.0,1.0,46.0,0.6,0.0
SpellCheckCollation.java,46.0,0.0,46.0,0.25,0.0
ByteSliceReader.java,46.0,0.0,46.0,0.2,0.0
DefaultSolrHighlighter.java,46.0,0.0,46.0,0.225,4.0
CollectionAdminResponse.java,44.0,2.0,46.0,0.5,0.0
CloseReaderTask.java,45.0,1.0,46.0,0.8333333,0.0
ObjectToFloatMapTest.java,46.0,0.0,46.0,0.33333334,0.0
SortedSetDocValuesAccumulator.java,46.0,0.0,46.0,0.375,1.0
PostingsWriterBase.java,46.0,0.0,46.0,0.375,0.0
IsUpdateRequest.java,45.0,1.0,46.0,1.0,0.0
ShardAugmenterFactory.java,45.0,1.0,46.0,0.71428573,0.0
AssociationEnhancement.java,45.0,1.0,46.0,0.5,1.0
UnloadDistributedZkTest.java,45.0,1.0,46.0,0.8,0.0
ICUNormalizer2Filter.java,45.0,1.0,46.0,0.85714287,0.0
ShapeGenerator.java,45.0,1.0,46.0,1.0,0.0
CloseableThreadLocal.java,46.0,0.0,46.0,0.33333334,1.0
SpanFilterResult.java,45.0,1.0,46.0,0.6,0.0
ParserException.java,45.0,1.0,46.0,0.5,0.0
QueryElevationParams.java,46.0,0.0,46.0,0.42857143,0.0
TestTopScoreDocCollector.java,45.0,1.0,46.0,0.57894737,2.0
UIMATokenizersSolrIntegrationTest.java,44.0,2.0,46.0,0.5,0.0
ByteFieldSource.java,46.0,0.0,46.0,0.32142857,1.0
TestNumericDocValuesUpdates.java,45.0,1.0,46.0,0.5925926,11.0
FieldValueMutatingUpdateProcessor.java,45.0,1.0,46.0,0.6666667,0.0
LowerCaseFilterFactory.java,46.0,0.0,46.0,0.42857143,4.0
FixedStraightBytesImpl.java,45.0,1.0,46.0,0.59574467,5.0
TrieTokenizerFactory.java,46.0,0.0,46.0,0.35,3.0
SolrEventListener.java,46.0,0.0,46.0,0.4,0.0
SentimentAnnotation.java,44.0,2.0,46.0,0.5,0.0
BufferedIndexOutput.java,46.0,0.0,46.0,0.35714287,0.0
Lucene40WithOrds.java,45.0,1.0,46.0,0.5294118,1.0
SearchWithCollectorTask.java,45.0,1.0,46.0,0.71428573,0.0
TermFreq.java,46.0,0.0,46.0,0.44444445,0.0
TimeZoneUtils.java,45.0,1.0,46.0,0.5,0.0
TestDrillDownQuery.java,45.0,1.0,46.0,0.875,3.0
CommitUpdateCommand.java,46.0,0.0,46.0,0.27272728,0.0
TermFreqPayload.java,45.0,1.0,46.0,1.0,0.0
JaspellTernarySearchTrie.java,46.0,0.0,46.0,0.42105263,3.0
LovinsStemmer.java,45.0,1.0,46.0,0.85714287,0.0
WordnetSynonymParser.java,45.0,1.0,46.0,0.6666667,2.0
ExtendedQuery.java,44.0,2.0,46.0,0.5,0.0
SimpleNormsFormat.java,44.0,2.0,46.0,0.5,0.0
LogLevelSelection.java,45.0,1.0,46.0,0.5,0.0
InvertedDocEndConsumerPerThread.java,45.0,1.0,46.0,0.5,0.0
TestBagOfPositions.java,46.0,0.0,46.0,0.33333334,2.0
TestDocValuesScoring.java,46.0,0.0,46.0,0.47058824,8.0
PrimitiveFieldType.java,45.0,1.0,46.0,0.6666667,0.0
ClusterState.java,46.0,0.0,46.0,0.2777778,0.0
BaseStoredFieldsFormatTestCase.java,46.0,0.0,46.0,0.2777778,6.0
GeoDistValueSourceParser.java,45.0,1.0,46.0,1.0,0.0
TestTimSorter.java,45.0,1.0,46.0,0.5,0.0
ConjunctionTermScorer.java,46.0,0.0,46.0,0.3125,4.0
TopKInEachNodeHandler.java,45.0,1.0,46.0,0.6,2.0
DVDistinctValuesCollector.java,45.0,1.0,46.0,0.6666667,0.0
TestBooleanScorer.java,46.0,0.0,46.0,0.40816328,8.0
FuzzyLookupFactory.java,46.0,0.0,46.0,0.33333334,1.0
TestLengthFilterFactory.java,45.0,1.0,46.0,0.6666667,1.0
CreateIndexTaskTest.java,45.0,1.0,46.0,0.53846157,3.0
TypeAsPayloadTokenFilterTest.java,45.0,1.0,46.0,0.8333333,1.0
UpperCaseFilter.java,45.0,1.0,46.0,1.0,3.0
BrazilianStemmer.java,45.0,1.0,46.0,0.75,0.0
CollectionStatistics.java,45.0,1.0,46.0,0.625,0.0
MockConfigurableSimilarityProvider.java,45.0,1.0,46.0,1.0,0.0
ArraysUtils.java,44.0,2.0,46.0,0.5,0.0
SpanNotQuery.java,46.0,0.0,46.0,0.42105263,2.0
BaseTokenTestCase.java,46.0,0.0,46.0,0.44444445,0.0
SoraniStemFilter.java,45.0,1.0,46.0,1.0,0.0
ReadTokensTask.java,46.0,0.0,46.0,0.46666667,2.0
ValueSourceAugmenter.java,46.0,0.0,46.0,0.3,1.0
Test2BSortedDocValues.java,45.0,1.0,46.0,0.5,2.0
UIMAAnnotationsTokenizerFactory.java,45.0,1.0,46.0,0.5,3.0
TestSimpleExplanationsOfNonMatches.java,46.0,0.0,46.0,0.33333334,0.0
TestCollationKeyAnalyzer.java,45.0,1.0,46.0,0.88235295,3.0
DutchAnalyzer.java,45.0,1.0,46.0,0.61538464,6.0
TestGermanStemFilterFactory.java,45.0,1.0,46.0,0.72727275,1.0
EnglishPorterFilterFactory.java,45.0,1.0,46.0,0.85714287,0.0
LineDocSource.java,46.0,0.0,46.0,0.45454547,0.0
CSVConfigTest.java,45.0,1.0,46.0,1.0,0.0
CategoryAttributeImpl.java,46.0,0.0,46.0,0.375,0.0
AbstractPrefixTreeFilter.java,45.0,1.0,46.0,1.0,0.0
ResponseLogComponentTest.java,45.0,1.0,46.0,1.0,0.0
BulkOperationPacked33.java,45.0,1.0,46.0,0.5,1.0
README.javacc,45.0,1.0,46.0,0.6,0.0
NumericDocValues.java,44.0,2.0,46.0,0.5,1.0
SchemaVersionSpecificBehaviorTest.java,44.0,2.0,46.0,0.5,0.0
TrecTopicsReader.java,45.0,1.0,46.0,0.75,0.0
MedianStatsCollector.java,44.0,2.0,46.0,0.5,0.0
NumericDocValuesFieldUpdates.java,45.0,1.0,46.0,1.0,0.0
SumValueSourceFacetRequest.java,46.0,0.0,46.0,0.33333334,0.0
CSVFieldTest.java,45.0,1.0,46.0,1.0,0.0
InvalidGeoException.java,45.0,1.0,46.0,0.6666667,0.0
TwoStoredFieldsConsumers.java,45.0,1.0,46.0,1.0,0.0
CachingDirectoryFactoryTest.java,45.0,1.0,46.0,0.875,0.0
TermRangeQuery.java,46.0,0.0,46.0,0.4117647,0.0
Lucene42RWNormsFormat.java,45.0,1.0,46.0,1.0,4.0
ChainingCollectorTest.java,45.0,1.0,46.0,1.0,0.0
TestFlushByRamOrCountsPolicy.java,46.0,0.0,46.0,0.4117647,11.0
TestAutomatonQuery.java,46.0,0.0,46.0,0.43333334,5.0
TestIndexWriterForceMerge.java,46.0,0.0,46.0,0.2777778,7.0
DanishAnalyzer.java,45.0,1.0,46.0,0.6111111,5.0
BlockPackedPostingsReader.java,45.0,1.0,46.0,0.6,2.0
NumericFieldConfigListener.java,46.0,0.0,46.0,0.25,0.0
SpanOrQueryNodeBuilder.java,46.0,0.0,46.0,0.42857143,0.0
BinaryDocValuesConsumer.java,45.0,1.0,46.0,0.5714286,0.0
IntEncoderFilter.java,46.0,0.0,46.0,0.4,0.0
AbstractTestCase.java,45.0,1.0,46.0,0.5263158,8.0
TermCollectingRewrite.java,46.0,0.0,46.0,0.3043478,0.0
TestExpressionRescorer.java,45.0,1.0,46.0,1.0,2.0
HungarianLightStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
TokenizerChain.java,45.0,1.0,46.0,0.5714286,1.0
TestIndexWriterNRTIsCurrent.java,46.0,0.0,46.0,0.25,6.0
QueryTermScorer.java,45.0,1.0,46.0,0.71428573,0.0
AppendingSegmentInfosReader.java,46.0,0.0,46.0,0.4,0.0
ValueSourceQuery.java,46.0,0.0,46.0,0.3125,1.0
ICUTokenizerConfig.java,45.0,1.0,46.0,0.875,0.0
DefaultFieldInfosFormat.java,45.0,1.0,46.0,1.0,0.0
FieldsFormat.java,45.0,1.0,46.0,1.0,0.0
CachePropertyUtil.java,46.0,0.0,46.0,0.33333334,0.0
TestTopFieldCollector.java,44.0,2.0,46.0,0.5,2.0
TestSorterTemplate.java,45.0,1.0,46.0,1.0,0.0
DocTermsIndexCreator.java,46.0,0.0,46.0,0.4375,1.0
TestComplexPhraseQuery.java,45.0,1.0,46.0,0.58064514,8.0
PostingsFormat.java,46.0,0.0,46.0,0.42857143,0.0
FSTTermsReader.java,46.0,0.0,46.0,0.375,3.0
MiniMRClientClusterFactory.java,45.0,1.0,46.0,1.0,0.0
HyphenationCompoundWordTokenFilterFactory.java,46.0,0.0,46.0,0.3809524,6.0
TestRuleSetupTeardownChained.java,44.0,2.0,46.0,0.5,0.0
TokenGroup.java,45.0,1.0,46.0,0.8333333,0.0
TimeData.java,45.0,1.0,46.0,0.6,1.0
SolrOutputFormat.java,45.0,1.0,46.0,0.6,1.0
CollectionParams.java,46.0,0.0,46.0,0.3888889,0.0
MatchOnlyTermScorer.java,46.0,0.0,46.0,0.375,2.0
QueryRescorer.java,45.0,1.0,46.0,0.6666667,1.0
MorphosyntacticTagsAttributeImpl.java,45.0,1.0,46.0,0.5,0.0
AutomatonTestUtil.java,46.0,0.0,46.0,0.4814815,3.0
TestFilterDirectory.java,45.0,1.0,46.0,0.75,0.0
TestLogMergePolicy.java,45.0,1.0,46.0,1.0,1.0
TestBinaryField.java,46.0,0.0,46.0,0.3,0.0
SolrRequest.java,46.0,0.0,46.0,0.25,0.0
MergeIndexesExampleTestBase.java,46.0,0.0,46.0,0.35,0.0
FilterAtomicReader.java,46.0,0.0,46.0,0.35714287,6.0
TestIndexReaderCloneNorms.java,45.0,1.0,46.0,0.57575756,0.0
TestExtendableQueryParser.java,45.0,1.0,46.0,0.6666667,5.0
IntToDoubleMapTest.java,46.0,0.0,46.0,0.33333334,0.0
Pulsing40PostingsFormat.java,45.0,1.0,46.0,0.5,0.0
ValidateAssertionsRequired.java,44.0,2.0,46.0,0.5,0.0
ArabicNormalizationFilter.java,45.0,1.0,46.0,0.85714287,0.0
SuggesterOptions.java,45.0,1.0,46.0,1.0,0.0
CategoryEnhancementDummy2.java,46.0,0.0,46.0,0.42857143,0.0
TestIndexWriterMergePolicy.java,46.0,0.0,46.0,0.3888889,7.0
GreekAnalyzer.java,45.0,1.0,46.0,0.78571427,4.0
FieldFacetRequest.java,45.0,1.0,46.0,1.0,0.0
ExpandParams.java,44.0,2.0,46.0,0.5,0.0
PreAnalyzedUpdateProcessorFactory.java,46.0,0.0,46.0,0.33333334,0.0
TestPropInject.java,46.0,0.0,46.0,0.4,0.0
TestBeiderMorseFilter.java,45.0,1.0,46.0,0.6666667,1.0
TestLFUCache.java,46.0,0.0,46.0,0.42857143,0.0
WikipediaTokenizer.java,45.0,1.0,46.0,0.6956522,3.0
Lucene41BinaryDocValuesProducer.java,45.0,1.0,46.0,1.0,0.0
Lucene42DocValuesFormat.java,45.0,1.0,46.0,0.9,2.0
ByteVector.java,45.0,1.0,46.0,1.0,0.0
AbstractSolrMorphlineTestBase.java,45.0,1.0,46.0,0.6923077,0.0
IndexTimeSynonymTest.java,45.0,1.0,46.0,0.625,2.0
CompressionMode.java,45.0,1.0,46.0,0.8888889,1.0
ScoreMode.java,45.0,1.0,46.0,1.0,0.0
LineRandomizerMapper.java,45.0,1.0,46.0,1.0,0.0
MiniMRYarnClusterAdapter.java,45.0,1.0,46.0,1.0,0.0
PerDimensionIndexingParams.java,46.0,0.0,46.0,0.41666666,0.0
TestFieldCacheReopen.java,45.0,1.0,46.0,1.0,2.0
SolrServlet.java,45.0,1.0,46.0,0.75,0.0
TestRemoteStreaming.java,46.0,0.0,46.0,0.2857143,0.0
SearcherTaxonomyManager.java,45.0,1.0,46.0,0.6363636,1.0
ExternalRefSorter.java,45.0,1.0,46.0,0.5,2.0
FieldInfos.java,46.0,0.0,46.0,0.35869566,6.0
NativePosixUtil.java,45.0,1.0,46.0,0.5,0.0
DefaultValueUpdateProcessorTest.java,45.0,1.0,46.0,1.0,0.0
HttpClientUtilTest.java,46.0,0.0,46.0,0.4,0.0
TestArmenianAnalyzer.java,45.0,1.0,46.0,0.6666667,5.0
SortableLongField.java,46.0,0.0,46.0,0.16666667,2.0
QueryParsingTest.java,46.0,0.0,46.0,0.2631579,0.0
WaitTask.java,45.0,1.0,46.0,0.8333333,0.0
TermsHashConsumerPerField.java,46.0,0.0,46.0,0.2,0.0
LineDocMaker.java,44.0,2.0,46.0,0.5,0.0
ManagedResource.java,45.0,1.0,46.0,1.0,0.0
CSVLoader.java,44.0,2.0,46.0,0.5,0.0
NoChildOptimizationQueryNodeProcessor.java,45.0,1.0,46.0,0.5,0.0
TestLatvianStemFilterFactory.java,45.0,1.0,46.0,0.7777778,1.0
BaseDocValuesFormatTestCase.java,45.0,1.0,46.0,0.64285713,9.0
SingleDocSource.java,45.0,1.0,46.0,0.8333333,0.0
Sorter.java,45.0,1.0,46.0,0.5294118,4.0
InstantiatedDocsEnum.java,45.0,1.0,46.0,0.6,0.0
WildcardFilter.java,44.0,2.0,46.0,0.5,0.0
TestReversedWildcardFilterFactory.java,46.0,0.0,46.0,0.47619048,3.0
DocumentAnalysisResponse.java,46.0,0.0,46.0,0.33333334,0.0
ExternalFileField.java,46.0,0.0,46.0,0.125,0.0
FilterFieldSource.java,45.0,1.0,46.0,1.0,0.0
JSONTestUtil.java,46.0,0.0,46.0,0.36842105,1.0
PrimitiveFieldTypeTest.java,46.0,0.0,46.0,0.22222222,0.0
MorphosyntacticTagAttributeImpl.java,46.0,0.0,46.0,0.44444445,0.0
TestJapaneseTokenizerFactory.java,45.0,1.0,46.0,0.5714286,1.0
SuggestWordQueue.java,45.0,1.0,46.0,0.6,1.0
LoggingInfoStream.java,45.0,1.0,46.0,1.0,0.0
LogWatcher.java,46.0,0.0,46.0,0.45454547,0.0
DefaultOperatorAttributeImpl.java,45.0,1.0,46.0,0.6666667,0.0
BoostQParserPlugin.java,46.0,0.0,46.0,0.33333334,0.0
SearchGroupShardResponseProcessor.java,45.0,1.0,46.0,0.5,0.0
ReopenReaderTask.java,45.0,1.0,46.0,0.75,1.0
Test2BBinaryDocValues.java,45.0,1.0,46.0,0.6,2.0
BulkOperationPacked22.java,45.0,1.0,46.0,0.6,2.0
UniqFieldsUpdateProcessorFactoryTest.java,46.0,0.0,46.0,0.2,0.0
BytesRefFSTEnum.java,45.0,1.0,46.0,0.5,1.0
UnknownDictionaryWriter.java,45.0,1.0,46.0,0.5714286,0.0
DefaultEnhancementsIndexingParamsTest.java,45.0,1.0,46.0,0.6,0.0
AnalyticsStatisticsCollector.java,44.0,2.0,46.0,0.5,0.0
NumericFieldInfo.java,46.0,0.0,46.0,0.47368422,1.0
TestCompile.java,45.0,1.0,46.0,0.5,1.0
TermSecondPassGroupingCollector.java,46.0,0.0,46.0,0.2777778,1.0
MergeScheduler.java,46.0,0.0,46.0,0.25,5.0
Lucene40NormsWriter.java,45.0,1.0,46.0,0.5,0.0
PrecedenceQueryNodeProcessorPipeline.java,45.0,1.0,46.0,0.5714286,1.0
TestDirectSpellChecker.java,45.0,1.0,46.0,0.6666667,4.0
DateMathParserTest.java,45.0,1.0,46.0,0.5,0.0
EmbeddedTestSolrServer.java,45.0,1.0,46.0,1.0,1.0
DateValueFieldType.java,45.0,1.0,46.0,1.0,0.0
TestBBoxStrategy.java,45.0,1.0,46.0,0.6666667,3.0
BulkOperationPacked51.java,45.0,1.0,46.0,0.5,1.0
ShowFileRequestHandler.java,46.0,0.0,46.0,0.2413793,2.0
TestSpatialPrefixField.java,46.0,0.0,46.0,0.47058824,0.0
HdfsLockFactory.java,45.0,1.0,46.0,0.75,1.0
Hunspell2StemFilterFactory.java,45.0,1.0,46.0,1.0,2.0
BasicModel.java,46.0,0.0,46.0,0.4,0.0
NumericRangeFilterBuilder.java,46.0,0.0,46.0,0.29411766,0.0
SearchTravRetTask.java,45.0,1.0,46.0,0.8333333,0.0
TermRangeFilter.java,46.0,0.0,46.0,0.44444445,1.0
RandomCodecProvider.java,45.0,1.0,46.0,0.5,1.0
BaseFieldTypeResource.java,45.0,1.0,46.0,1.0,0.0
WildcardQuery.java,46.0,0.0,46.0,0.375,1.0
Insanity.java,45.0,1.0,46.0,1.0,1.0
LogUpdateProcessorFactory.java,45.0,1.0,46.0,0.64705884,0.0
TestPostingsSolrHighlighter.java,45.0,1.0,46.0,0.85714287,1.0
OrQuery.java,45.0,1.0,46.0,0.6,0.0
CoreAdminHandler.java,46.0,0.0,46.0,0.4552239,0.0
PrefixQParserPlugin.java,46.0,0.0,46.0,0.33333334,1.0
Lucene46FieldInfosFormat.java,45.0,1.0,46.0,0.6666667,0.0
CzechStemmer.java,45.0,1.0,46.0,0.7777778,0.0
CompressingStoredFieldsWriter.java,45.0,1.0,46.0,0.7894737,6.0
ArraysPool.java,44.0,2.0,46.0,0.5,1.0
TokenTypeSinkTokenizerTest.java,45.0,1.0,46.0,1.0,1.0
Values.java,45.0,1.0,46.0,1.0,0.0
SimpleFSDirectoryFactory.java,45.0,1.0,46.0,0.6666667,0.0
TestExpressionValueSource.java,44.0,2.0,46.0,0.5,6.0
Lucene42FieldInfosWriter.java,45.0,1.0,46.0,0.6,3.0
FSTSynonymFilterFactory.java,45.0,1.0,46.0,0.6666667,0.0
ParallelPostingsArray.java,46.0,0.0,46.0,0.25,0.0
FloatTaxonomyFacets.java,45.0,1.0,46.0,0.75,0.0
TestPersianNormalizationFilter.java,45.0,1.0,46.0,0.8,0.0
SmallFloat.java,46.0,0.0,46.0,0.42857143,1.0
SolrRequestParsers.java,46.0,0.0,46.0,0.2857143,1.0
LengthNormModifier.java,46.0,0.0,46.0,0.4,1.0
SolrDispatchFilter.java,46.0,0.0,46.0,0.42666668,0.0
TestUAX29Tokenizer.java,45.0,1.0,46.0,1.0,0.0
AbstractVisitingPrefixTreeFilter.java,45.0,1.0,46.0,0.7692308,0.0
BulkOperationPacked29.java,46.0,0.0,46.0,0.33333334,1.0
RollbackUpdateCommand.java,46.0,0.0,46.0,0.2,0.0
XML.java,46.0,0.0,46.0,0.33333334,0.0
TestFileListEntityProcessor.java,46.0,0.0,46.0,0.3125,1.0
KeepOnlyLastCommitDeletionPolicy.java,46.0,0.0,46.0,0.22222222,1.0
RevertDefaultThreadHandlerRule.java,44.0,2.0,46.0,0.5,0.0
WarmTask.java,45.0,1.0,46.0,0.8333333,0.0
TestIndexWriterDelete.java,46.0,0.0,46.0,0.35353535,22.0
AnalyticsComponent.java,45.0,1.0,46.0,1.0,0.0
AnalyticsStats.java,45.0,1.0,46.0,0.5,0.0
FST.java,46.0,0.0,46.0,0.49295774,5.0
WhitespaceTokenizerFactory.java,46.0,0.0,46.0,0.4375,4.0
TestParallelTermEnum.java,46.0,0.0,46.0,0.3846154,4.0
Ints.java,45.0,1.0,46.0,0.5294118,2.0
SortedDocValuesTermsEnum.java,45.0,1.0,46.0,0.54545456,1.0
FourFlagsIntDecoder.java,45.0,1.0,46.0,0.5,0.0
MockSolrEntityProcessor.java,44.0,2.0,46.0,0.5,0.0
PreFlexRWSegmentInfosWriter.java,46.0,0.0,46.0,0.42857143,0.0
SuggestQueryConverter.java,46.0,0.0,46.0,0.4,1.0
WrappedIntField.java,45.0,1.0,46.0,1.0,0.0
OpenBitSet.java,46.0,0.0,46.0,0.1923077,1.0
FileFloatSource.java,46.0,0.0,46.0,0.2,1.0
ContentStreamHandlerBase.java,46.0,0.0,46.0,0.3,0.0
DocFieldConsumersPerField.java,46.0,0.0,46.0,0.42857143,0.0
AbstractAllTermDocs.java,46.0,0.0,46.0,0.25,0.0
TestMockAnalyzer.java,46.0,0.0,46.0,0.39285713,8.0
TestMaxFailuresRule.java,45.0,1.0,46.0,0.875,1.0
PagedGrowableWriter.java,45.0,1.0,46.0,1.0,0.0
BaseTwoDoublesStrategyTestCase.java,46.0,0.0,46.0,0.47058824,0.0
NormsWriterPerField.java,45.0,1.0,46.0,0.6363636,0.0
SolrQueryResponse.java,46.0,0.0,46.0,0.25,0.0
NormalizeCharMap.java,45.0,1.0,46.0,0.625,4.0
CharSequenceOutputs.java,45.0,1.0,46.0,0.6666667,0.0
Cell.java,45.0,1.0,46.0,0.54545456,1.0
KeywordRepeatFilter.java,45.0,1.0,46.0,1.0,0.0
SolrSchemaRestApi.java,45.0,1.0,46.0,1.0,0.0
PorterStemFilter.java,45.0,1.0,46.0,0.71428573,0.0
FacetIndexWriter.java,45.0,1.0,46.0,0.875,0.0
TestIgnore.java,45.0,1.0,46.0,1.0,0.0
Lucene40DocValuesConsumer.java,45.0,1.0,46.0,0.5,2.0
TermQueryPrefixTreeStrategy.java,45.0,1.0,46.0,0.6451613,6.0
PulsingCodec.java,46.0,0.0,46.0,0.42105263,1.0
BulkOperationPacked58.java,45.0,1.0,46.0,0.5,1.0
AssociationsFacetsExample.java,46.0,0.0,46.0,0.46153846,6.0
TestPathHierarchyTokenizer.java,45.0,1.0,46.0,0.64285713,1.0
PathNode.java,45.0,1.0,46.0,0.71428573,0.0
ConnectionManagerTest.java,45.0,1.0,46.0,1.0,0.0
SortedSetDocValuesFacetField.java,45.0,1.0,46.0,0.6,0.0
FacetSearchParams.java,45.0,1.0,46.0,0.5714286,1.0
DefaultFieldsWriter.java,45.0,1.0,46.0,1.0,0.0
LMDirichletSimilarity.java,45.0,1.0,46.0,0.5,0.0
CollectionsAPIDistributedZkTest.java,45.0,1.0,46.0,0.64285713,0.0
NormalizationZ.java,45.0,1.0,46.0,0.5,0.0
ThrowingMockTokenFilterFactory.java,45.0,1.0,46.0,1.0,0.0
FilteredDocIdSet.java,46.0,0.0,46.0,0.27272728,1.0
TestStressUserVersions.java,44.0,2.0,46.0,0.5,0.0
BulkOperationPackedSingleBlock3.java,45.0,1.0,46.0,0.5,2.0
TestNLS.java,45.0,1.0,46.0,0.6363636,0.0
TestNumericUtils.java,46.0,0.0,46.0,0.3043478,4.0
CoreAdminRequest.java,45.0,1.0,46.0,0.51724136,0.0
WordSegmenter.java,45.0,1.0,46.0,0.8333333,0.0
SimpleTextNormsProducer.java,45.0,1.0,46.0,0.6666667,0.0
