File,Minor,Major,Total,Ownership,Bugs
TestStandardQParsers.java,44.0,2.0,46.0,0.5,0.0
HighlighterMaxOffsetTest.java,45.0,1.0,46.0,1.0,0.0
NestedQParserPlugin.java,46.0,0.0,46.0,0.2,0.0
PortugueseMinimalStemFilter.java,45.0,1.0,46.0,0.5,0.0
MaxDocValueSource.java,46.0,0.0,46.0,0.3529412,0.0
TestChildDocTransformer.java,45.0,1.0,46.0,1.0,0.0
SimpleTextSimpleNormsFormat.java,45.0,1.0,46.0,0.6666667,0.0
CreateTaxonomyIndexTask.java,46.0,0.0,46.0,0.4,0.0
TestMultiCategoryListsFacetsExample.java,45.0,1.0,46.0,0.6,0.0
TestCaseInsensitive.java,45.0,1.0,46.0,1.0,4.0
XPathEntityProcessor.java,46.0,0.0,46.0,0.15384616,0.0
FastTaxonomyFacetCounts.java,45.0,1.0,46.0,0.75,0.0
CachedArray.java,45.0,1.0,46.0,0.6666667,0.0
SepSkipListWriter.java,46.0,0.0,46.0,0.41666666,1.0
TestLucene42DocValuesFormat.java,45.0,1.0,46.0,0.8,5.0
Lucene40PostingsBaseFormat.java,46.0,0.0,46.0,0.46153846,2.0
TestExpressionAggregationFacetsExample.java,45.0,1.0,46.0,0.75,0.0
IndexReader.java,46.0,0.0,46.0,0.33333334,17.0
TestCJKBigramFilterFactory.java,45.0,1.0,46.0,0.6666667,1.0
TestDemo.java,46.0,0.0,46.0,0.4651163,3.0
SystemInfoHandler.java,46.0,0.0,46.0,0.25,1.0
LoggerInfo.java,45.0,1.0,46.0,0.5,0.0
QueryResultKey.java,46.0,0.0,46.0,0.27272728,1.0
SpatialTestData.java,46.0,0.0,46.0,0.33333334,0.0
SolrRestletTestBase.java,45.0,1.0,46.0,0.75,0.0
TestByteBlockPool.java,46.0,0.0,46.0,0.46153846,2.0
JEDirectory.java,45.0,1.0,46.0,0.6,0.0
IntHashSetTest.java,46.0,0.0,46.0,0.4,0.0
WriteLineDocTask.java,46.0,0.0,46.0,0.3529412,0.0
TestDocSet.java,46.0,0.0,46.0,0.3,2.0
DateMathParser.java,46.0,0.0,46.0,0.33333334,0.0
BytesRefFieldSource.java,45.0,1.0,46.0,0.5625,2.0
AbstractBlockPackedWriter.java,45.0,1.0,46.0,1.0,0.0
JSONUtil.java,46.0,0.0,46.0,0.4,0.0
PersistentSnapshotDeletionPolicy.java,46.0,0.0,46.0,0.26086956,3.0
TestStemmerOverrideFilter.java,45.0,1.0,46.0,0.625,4.0
TermVectorsConsumer.java,46.0,0.0,46.0,0.3125,1.0
PeerSyncTest.java,46.0,0.0,46.0,0.375,0.0
LatvianStemFilterFactory.java,45.0,1.0,46.0,0.625,1.0
TestMultiSearcher.java,45.0,1.0,46.0,0.85714287,1.0
UAX29URLEmailAnalyzer.java,45.0,1.0,46.0,0.5714286,3.0
FuzzyQueryNodeProcessor.java,46.0,0.0,46.0,0.375,0.0
AnalysisParams.java,46.0,0.0,46.0,0.33333334,0.0
ExponentiallyDecayingSample.java,44.0,2.0,46.0,0.5,0.0
ConnectionCosts.java,45.0,1.0,46.0,0.6,1.0
TestClassicAnalyzer.java,46.0,0.0,46.0,0.4117647,6.0
AverageGuessMemoryModel.java,46.0,0.0,46.0,0.33333334,1.0
TestSolrXmlPersistor.java,46.0,0.0,46.0,0.4,0.0
DocListAndSet.java,46.0,0.0,46.0,0.33333334,0.0
LiteralValueSource.java,46.0,0.0,46.0,0.33333334,2.0
FrenchMinimalStemFilter.java,45.0,1.0,46.0,0.5,0.0
SolrInfoMBean.java,46.0,0.0,46.0,0.2,0.0
DistanceUtils.java,46.0,0.0,46.0,0.26923078,1.0
DistributedDebugComponentTest.java,46.0,0.0,46.0,0.4,0.0
TestICUNormalizer2CharFilterFactory.java,45.0,1.0,46.0,1.0,0.0
ScoringRewrite.java,46.0,0.0,46.0,0.42857143,4.0
NRTCachingDirectory.java,46.0,0.0,46.0,0.3939394,9.0
ChildrenArrays.java,45.0,1.0,46.0,1.0,0.0
StrFieldSource.java,46.0,0.0,46.0,0.14285715,0.0
SnapPuller.java,45.0,1.0,46.0,0.5394737,5.0
TestDocCount.java,46.0,0.0,46.0,0.35,3.0
TestQueryWrapperFilter.java,45.0,1.0,46.0,0.53846157,3.0
TestPackedTokenAttributeImpl.java,45.0,1.0,46.0,1.0,0.0
LLRect.java,45.0,1.0,46.0,0.5,1.0
ClusteringComponentTest.java,46.0,0.0,46.0,0.44444445,0.0
TestQueryParser.java,45.0,1.0,46.0,0.5882353,9.0
GeneralField.java,45.0,1.0,46.0,1.0,0.0
TermInfosReaderIndex.java,45.0,1.0,46.0,0.5,0.0
ReverseStringFunction.java,45.0,1.0,46.0,1.0,0.0
BinaryDictionaryWriter.java,45.0,1.0,46.0,0.5833333,1.0
NumericUpdate.java,44.0,2.0,46.0,0.5,0.0
TestEliasFanoSequence.java,45.0,1.0,46.0,1.0,0.0
IndexBasedSpellCheckerTest.java,46.0,0.0,46.0,0.25925925,7.0
TestSpanQueryFilter.java,45.0,1.0,46.0,0.5217391,0.0
TypeTokenFilterFactory.java,46.0,0.0,46.0,0.42105263,6.0
QualityQueriesFinder.java,45.0,1.0,46.0,0.53846157,1.0
BasicStats.java,45.0,1.0,46.0,0.5,0.0
EchoParamsTest.java,46.0,0.0,46.0,0.2,0.0
BufferedDeletesInRAM.java,45.0,1.0,46.0,1.0,0.0
UnknownDictionary.java,45.0,1.0,46.0,0.5555556,0.0
SolrCoreAware.java,44.0,2.0,46.0,0.5,0.0
DGapIntEncoder.java,46.0,0.0,46.0,0.44444445,0.0
CloseTaxonomyReaderTask.java,45.0,1.0,46.0,0.5,0.0
TestSolrEntityProcessorUnit.java,46.0,0.0,46.0,0.4,0.0
TestSpanExplanationsOfNonMatches.java,46.0,0.0,46.0,0.33333334,0.0
TestDocValuesWithThreads.java,45.0,1.0,46.0,0.5,2.0
RegexFragmenter.java,46.0,0.0,46.0,0.33333334,0.0
TestThaiWordFilterFactory.java,45.0,1.0,46.0,0.625,4.0
ScaleFloatFunction.java,46.0,0.0,46.0,0.2173913,0.0
DistanceFieldComparatorSource.java,46.0,0.0,46.0,0.33333334,1.0
TestDistributedSearch.java,46.0,0.0,46.0,0.36,1.0
TruncateTokenFilter.java,45.0,1.0,46.0,1.0,0.0
CountUsageValueSourceParser.java,44.0,2.0,46.0,0.5,0.0
TestRangeQuery.java,46.0,0.0,46.0,0.3846154,0.0
ShardSearchingTestBase.java,46.0,0.0,46.0,0.33333334,4.0
TSTAutocomplete.java,45.0,1.0,46.0,0.75,0.0
BulkOperationPacked20.java,45.0,1.0,46.0,0.6,2.0
Outputs.java,45.0,1.0,46.0,0.53846157,0.0
GreekStemFilterFactory.java,45.0,1.0,46.0,0.54545456,1.0
TestHindiStemmer.java,45.0,1.0,46.0,0.8181818,1.0
SpanNotBuilder.java,45.0,1.0,46.0,0.5,0.0
DistanceCheck.java,46.0,0.0,46.0,0.4,0.0
Builder.java,45.0,1.0,46.0,0.55,5.0
OrdinalsCache.java,44.0,2.0,46.0,0.5,1.0
AdaptiveMain.java,45.0,1.0,46.0,0.5555556,0.0
PostingsHighlighter.java,45.0,1.0,46.0,0.55263156,7.0
NullIndexOutput.java,46.0,0.0,46.0,0.33333334,0.0
BasicModelD.java,45.0,1.0,46.0,0.5,1.0
SweetSpotSimilarityTest.java,45.0,1.0,46.0,0.6666667,2.0
TermBuffer.java,45.0,1.0,46.0,0.5,1.0
TestRollback.java,46.0,0.0,46.0,0.4,5.0
ConnectionCostsBuilder.java,46.0,0.0,46.0,0.42857143,0.0
ShardRoutingCustomTest.java,45.0,1.0,46.0,1.0,0.0
CategoryEnhancementDummy3.java,46.0,0.0,46.0,0.42857143,0.0
TestTermScorer.java,46.0,0.0,46.0,0.42,8.0
HunspellStemFilter.java,45.0,1.0,46.0,0.5,2.0
ContentItemsSource.java,45.0,1.0,46.0,0.5,1.0
BaseTokenStreamFactoryTestCase.java,45.0,1.0,46.0,0.75,2.0
TestSolrQueryParserDefaultOperatorResource.java,45.0,1.0,46.0,1.0,0.0
Lucene49DocValuesFormat.java,44.0,2.0,46.0,0.5,2.0
LargeVolumeTestBase.java,46.0,0.0,46.0,0.27272728,1.0
CountingSearchTestTask.java,45.0,1.0,46.0,0.71428573,0.0
InputIterator.java,45.0,1.0,46.0,0.6666667,0.0
RandomIndexWriter.java,46.0,0.0,46.0,0.36666667,12.0
JdbcDataSource.java,46.0,0.0,46.0,0.25,0.0
TestXPathEntityProcessor.java,46.0,0.0,46.0,0.25,1.0
VectorDistanceFunction.java,46.0,0.0,46.0,0.125,0.0
TestSameTokenSamePosition.java,46.0,0.0,46.0,0.26666668,5.0
AnyQueryNode.java,45.0,1.0,46.0,0.5714286,0.0
GermanNormalizationFilterFactory.java,45.0,1.0,46.0,0.6,1.0
Affix.java,45.0,1.0,46.0,1.0,0.0
PreFlexRWStoredFieldsFormat.java,45.0,1.0,46.0,0.6666667,0.0
Lucene40DocValuesWriter.java,45.0,1.0,46.0,1.0,2.0
VInt8IntDecoder.java,46.0,0.0,46.0,0.44444445,0.0
Entity.java,46.0,0.0,46.0,0.25,0.0
CategoryListPayloadStream.java,45.0,1.0,46.0,0.5,0.0
InvertedFieldsProducer.java,45.0,1.0,46.0,1.0,0.0
CurrencyFieldTest.java,46.0,0.0,46.0,0.33333334,0.0
GroupQueryNodeBuilder.java,46.0,0.0,46.0,0.42857143,0.0
CartesianDistCalc.java,45.0,1.0,46.0,0.5833333,0.0
IntArrayTest.java,46.0,0.0,46.0,0.375,0.0
TestFieldSortValues.java,45.0,1.0,46.0,1.0,1.0
Diff.java,45.0,1.0,46.0,0.8333333,1.0
Facet45Codec.java,45.0,1.0,46.0,0.6666667,0.0
FinnishLightStemmer.java,45.0,1.0,46.0,0.6,0.0
RestTestHarness.java,45.0,1.0,46.0,0.6666667,0.0
SynonymMap.java,45.0,1.0,46.0,0.6551724,4.0
TestRangeFacetsExample.java,45.0,1.0,46.0,0.8333333,2.0
TestCharFilter.java,45.0,1.0,46.0,0.8181818,1.0
TestTermVectors.java,46.0,0.0,46.0,0.4,4.0
BulkOperationPacked15.java,45.0,1.0,46.0,0.6,2.0
MultiFieldAttribute.java,44.0,2.0,46.0,0.5,0.0
DocumentHandler.java,45.0,1.0,46.0,1.0,0.0
TestTaxonomyFacetsSumValueSource.java,45.0,1.0,46.0,0.8,0.0
FunctionFirstPassGroupingCollector.java,46.0,0.0,46.0,0.36363637,0.0
NumericPayloadTokenFilterFactory.java,45.0,1.0,46.0,0.53333336,3.0
TestDateFilter.java,45.0,1.0,46.0,0.56,3.0
SpanQuery.java,46.0,0.0,46.0,0.33333334,1.0
QueryResultKeyTest.java,46.0,0.0,46.0,0.16666667,0.0
MinShouldMatchSumScorer.java,45.0,1.0,46.0,0.8,1.0
HashPartitioner.java,46.0,0.0,46.0,0.44444445,0.0
TermsParams.java,44.0,2.0,46.0,0.5,0.0
TestFlagNum.java,45.0,1.0,46.0,1.0,1.0
SpanPayloadCheckQuery.java,46.0,0.0,46.0,0.2857143,0.0
TestTwoSuffixes.java,45.0,1.0,46.0,1.0,1.0
LockFactory.java,46.0,0.0,46.0,0.25,1.0
DistanceSubQuery.java,45.0,1.0,46.0,0.6666667,0.0
VersionBucket.java,44.0,2.0,46.0,0.5,0.0
RestTestBase.java,46.0,0.0,46.0,0.36363637,0.0
ContentStreamDataSource.java,46.0,0.0,46.0,0.2,0.0
SolrReturnFields.java,45.0,1.0,46.0,0.5,0.0
PreFlexRWSkipListWriter.java,45.0,1.0,46.0,1.0,1.0
QueryElevationComponentTest.java,46.0,0.0,46.0,0.21052632,0.0
TestLucene45DocValuesFormat.java,45.0,1.0,46.0,0.6666667,4.0
HyphenationTree.java,45.0,1.0,46.0,0.75,1.0
TestTokenInfoDictionary.java,45.0,1.0,46.0,0.625,0.0
ICUCollationField.java,46.0,0.0,46.0,0.4,6.0
BaseTokenStreamFactory.java,45.0,1.0,46.0,0.5,0.0
NonTopLevelPathPolicy.java,46.0,0.0,46.0,0.42857143,0.0
VelocityResponseWriterTest.java,46.0,0.0,46.0,0.41666666,0.0
TrackingDirectoryWrapper.java,46.0,0.0,46.0,0.42857143,0.0
DocBuilder.java,46.0,0.0,46.0,0.225,0.0
LogDocMergePolicy.java,46.0,0.0,46.0,0.35714287,0.0
QueryComponent.java,46.0,0.0,46.0,0.26506025,5.0
WordDictionary.java,45.0,1.0,46.0,0.7777778,2.0
WeightedFragListBuilderTest.java,45.0,1.0,46.0,0.6666667,1.0
TermsComponent.java,46.0,0.0,46.0,0.25,2.0
RepSumByPrefRoundTask.java,45.0,1.0,46.0,0.75,0.0
NumericQueryNode.java,46.0,0.0,46.0,0.3,0.0
TestSimpleSearchEquivalence.java,45.0,1.0,46.0,0.6666667,0.0
StandardSyntaxParserTokenManager.java,46.0,0.0,46.0,0.33333334,1.0
NumericPayloadTokenFilter.java,45.0,1.0,46.0,0.7777778,0.0
POSTable.java,45.0,1.0,46.0,1.0,0.0
StandardSyntaxParserConstants.java,46.0,0.0,46.0,0.42857143,0.0
TestDoubleMetaphoneFilterFactory.java,45.0,1.0,46.0,0.8333333,1.0
LeaderInitiatedRecoveryThread.java,45.0,1.0,46.0,1.0,1.0
SumScoreFacetRequest.java,45.0,1.0,46.0,0.75,0.0
HunspellDictionary.java,46.0,0.0,46.0,0.47058824,2.0
TestFastDecompressionMode.java,45.0,1.0,46.0,0.8333333,1.0
LogDoubleFunction.java,45.0,1.0,46.0,1.0,0.0
TestPerFieldDocValuesFormat.java,45.0,1.0,46.0,0.54545456,3.0
CrankyCodec.java,44.0,2.0,46.0,0.5,1.0
IntArray.java,46.0,0.0,46.0,0.42857143,0.0
Lucene40RWCodec.java,45.0,1.0,46.0,0.71428573,4.0
BoostQueryNode.java,46.0,0.0,46.0,0.4,1.0
TestRuleSetupAndRestoreClassEnv.java,45.0,1.0,46.0,0.51111114,7.0
TripleThreatTransformer.java,44.0,2.0,46.0,0.5,0.0
ExpressionRequest.java,45.0,1.0,46.0,1.0,0.0
BasicAEProvider.java,45.0,1.0,46.0,0.75,0.0
PayloadCategoryListIteraor.java,45.0,1.0,46.0,1.0,0.0
KeywordAnalyzer.java,45.0,1.0,46.0,0.5833333,3.0
Lucene40StoredFieldsReader.java,46.0,0.0,46.0,0.44444445,7.0
DictionaryBuilder.java,46.0,0.0,46.0,0.42857143,1.0
TestJapaneseKatakanaStemFilter.java,45.0,1.0,46.0,0.5,4.0
ProximityQueryNode.java,45.0,1.0,46.0,0.5555556,0.0
TestWindowsMMap.java,46.0,0.0,46.0,0.34285715,11.0
QueryConverter.java,46.0,0.0,46.0,0.2,0.0
CategoryListIterator.java,46.0,0.0,46.0,0.42857143,0.0
DIHConfiguration.java,46.0,0.0,46.0,0.42857143,0.0
TokenInfoFST.java,46.0,0.0,46.0,0.45454547,0.0
BytesRefSortersTest.java,45.0,1.0,46.0,0.6,2.0
CharacterDefinition.java,45.0,1.0,46.0,0.5555556,1.0
IndexAndTaxonomyRevision.java,45.0,1.0,46.0,0.5,1.0
TestSpansAdvanced2.java,45.0,1.0,46.0,0.53846157,3.0
PatternConsumer.java,45.0,1.0,46.0,1.0,0.0
RangeFacet.java,45.0,1.0,46.0,0.5,0.0
TestSchemaNameResource.java,45.0,1.0,46.0,1.0,0.0
AbstractDataImportHandlerTest.java,46.0,0.0,46.0,0.33333334,0.0
ShardResultTransformer.java,45.0,1.0,46.0,0.6666667,1.0
MultiFacetsAccumulator.java,44.0,2.0,46.0,0.5,0.0
Direct64.java,46.0,0.0,46.0,0.2777778,2.0
CollationKeyFilter.java,45.0,1.0,46.0,0.9,1.0
Vint8.java,46.0,0.0,46.0,0.0,0.0
NGramTokenFilterTest.java,45.0,1.0,46.0,0.6818182,8.0
NotQuery.java,45.0,1.0,46.0,0.6666667,0.0
PathPolicy.java,45.0,1.0,46.0,0.5,0.0
ShardResponseProcessor.java,45.0,1.0,46.0,1.0,0.0
TestRussianLightStemFilterFactory.java,45.0,1.0,46.0,0.7,1.0
FacetResultNode.java,46.0,0.0,46.0,0.46153846,1.0
QualityQueryParser.java,45.0,1.0,46.0,0.625,0.0
Ellipse.java,44.0,2.0,46.0,0.5,0.0
FieldCacheTermsFilter.java,46.0,0.0,46.0,0.25925925,1.0
TestLimitTokenPositionFilterFactory.java,45.0,1.0,46.0,0.75,1.0
ForUtil.java,45.0,1.0,46.0,0.53846157,1.0
StatsValues.java,46.0,0.0,46.0,0.25,0.0
BlockSkipReader.java,45.0,1.0,46.0,0.61538464,3.0
AppendingLongBuffer.java,45.0,1.0,46.0,0.6923077,0.0
RewriteQuery.java,46.0,0.0,46.0,0.42857143,1.0
TestThreaded.java,46.0,0.0,46.0,0.4,0.0
TestParallelAtomicReader.java,46.0,0.0,46.0,0.41666666,5.0
SlowRAMDirectory.java,45.0,1.0,46.0,0.5,0.0
EventParams.java,44.0,2.0,46.0,0.5,0.0
QueryTemplateManager.java,46.0,0.0,46.0,0.36363637,1.0
TestSortingMergePolicy.java,46.0,0.0,46.0,0.42857143,8.0
TestICUTokenizerFactory.java,45.0,1.0,46.0,0.7,1.0
SolrFragListBuilder.java,46.0,0.0,46.0,0.33333334,0.0
SuggestMissingFactories.java,46.0,0.0,46.0,0.25,0.0
MockCoreContainer.java,45.0,1.0,46.0,1.0,0.0
ParametricRangeQueryNodeProcessor.java,46.0,0.0,46.0,0.3,0.0
SortableIntField.java,46.0,0.0,46.0,0.16666667,2.0
SamplerTest.java,45.0,1.0,46.0,0.5,1.0
CJKTokenizer.java,45.0,1.0,46.0,1.0,0.0
PathHierarchyTokenizerFactory.java,46.0,0.0,46.0,0.3,3.0
NOnesIntDecoder.java,46.0,0.0,46.0,0.44444445,0.0
DefaultSegmentInfosFormat.java,45.0,1.0,46.0,1.0,0.0
EnumFieldValue.java,45.0,1.0,46.0,1.0,0.0
TermFreqValueSource.java,46.0,0.0,46.0,0.30769232,3.0
TestRecyclingIntBlockAllocator.java,44.0,2.0,46.0,0.5,0.0
TestMultiTermQueryRewrites.java,46.0,0.0,46.0,0.33333334,3.0
ShortDocValuesField.java,45.0,1.0,46.0,0.6666667,1.0
Document.java,46.0,0.0,46.0,0.27586207,2.0
BulkOperationPacked5.java,45.0,1.0,46.0,0.6,2.0
GalicianStemmer.java,45.0,1.0,46.0,0.75,0.0
TestPatternTokenizer.java,45.0,1.0,46.0,0.75,2.0
RangeFacetCounts.java,45.0,1.0,46.0,0.7777778,1.0
TestSolrXmlPersistence.java,46.0,0.0,46.0,0.3181818,0.0
BasicModelIn.java,45.0,1.0,46.0,0.5,0.0
TestStressAdvance.java,46.0,0.0,46.0,0.45454547,5.0
HttpClientConfigurer.java,44.0,2.0,46.0,0.5,0.0
AbstractAllGroupHeadsCollector.java,46.0,0.0,46.0,0.22222222,0.0
BlockPackedSkipWriter.java,45.0,1.0,46.0,0.6666667,1.0
ReqExclScorer.java,45.0,1.0,46.0,0.5833333,2.0
SpatialFilterQParser.java,46.0,0.0,46.0,0.26666668,1.0
DoubleMetaphoneFilterFactoryTest.java,45.0,1.0,46.0,0.6,0.0
CacheHeaderTestBase.java,46.0,0.0,46.0,0.2,0.0
TestLengthFilter2.java,45.0,1.0,46.0,1.0,0.0
PForDeltaDocIdSet.java,45.0,1.0,46.0,1.0,1.0
SimilarityQueries.java,45.0,1.0,46.0,0.75,0.0
VocabularyAssert.java,46.0,0.0,46.0,0.45454547,1.0
DocumentBuilder.java,46.0,0.0,46.0,0.1875,2.0
ReusableStringReader.java,45.0,1.0,46.0,0.5,2.0
EvaluatorBag.java,46.0,0.0,46.0,0.33333334,0.0
TestSmartChineseFactories.java,45.0,1.0,46.0,0.6666667,2.0
ScriptEngineCustomizer.java,45.0,1.0,46.0,1.0,0.0
LongToEnglishQueryMaker.java,45.0,1.0,46.0,0.5833333,3.0
TestNoDeletionPolicy.java,46.0,0.0,46.0,0.4347826,8.0
FixedBitSet.java,46.0,0.0,46.0,0.27272728,0.0
DistanceStrategyTest.java,45.0,1.0,46.0,0.875,0.0
CombineSuggestion.java,45.0,1.0,46.0,0.6,0.0
Pair.java,45.0,1.0,46.0,0.6666667,0.0
TestDirectDocValuesFormat.java,44.0,2.0,46.0,0.5,0.0
Cl2oTaxonomyWriterCache.java,46.0,0.0,46.0,0.33333334,0.0
AnalyzerQueryNodeProcessor.java,46.0,0.0,46.0,0.47826087,6.0
IndexBasedSpellChecker.java,46.0,0.0,46.0,0.45454547,2.0
Lucene41BinaryDocValues.java,44.0,2.0,46.0,0.5,0.0
IndexReplicationHandler.java,46.0,0.0,46.0,0.25,2.0
XmlUpdateRequestHandlerTest.java,46.0,0.0,46.0,0.15384616,0.0
SolrCloudPartitioner.java,45.0,1.0,46.0,1.0,0.0
HindiNormalizationFilterFactory.java,45.0,1.0,46.0,0.5,1.0
ThaiAnalyzer.java,45.0,1.0,46.0,0.6111111,7.0
TestTypeTokenFilter.java,45.0,1.0,46.0,0.5,3.0
TestDistanceFacetsExample.java,45.0,1.0,46.0,1.0,3.0
TestLMJelinekMercerSimilarityFactory.java,44.0,2.0,46.0,0.5,0.0
BinaryQueryResponseWriter.java,45.0,1.0,46.0,0.5,0.0
TestCJKWidthFilter.java,45.0,1.0,46.0,0.6666667,1.0
DocumentHandlerException.java,45.0,1.0,46.0,1.0,0.0
GroupingSearchTest.java,46.0,0.0,46.0,0.42857143,8.0
TrecContentSource.java,45.0,1.0,46.0,0.53333336,0.0
HTMLStripCharFilterFactory.java,46.0,0.0,46.0,0.46666667,1.0
RequestWriter.java,46.0,0.0,46.0,0.25,0.0
Facet46Codec.java,45.0,1.0,46.0,1.0,0.0
NoOpResponseParserTest.java,45.0,1.0,46.0,0.6,0.0
TestSimpleTextPostingsFormat.java,45.0,1.0,46.0,1.0,0.0
TestWildcardRandom.java,45.0,1.0,46.0,0.5151515,6.0
DateRecognizerSinkFilter.java,45.0,1.0,46.0,0.90909094,0.0
ReadTask.java,46.0,0.0,46.0,0.42105263,2.0
CachedFilterBuilder.java,46.0,0.0,46.0,0.4,0.0
TestFilterAtomicReader.java,46.0,0.0,46.0,0.3888889,8.0
TestSolrQueryParser.java,46.0,0.0,46.0,0.4375,0.0
TreeCellIterator.java,45.0,1.0,46.0,1.0,0.0
TotalFacetCountsCache.java,46.0,0.0,46.0,0.375,0.0
TestHighFrequencyDictionary.java,46.0,0.0,46.0,0.4,3.0
TokenStreamToAutomaton.java,45.0,1.0,46.0,0.71428573,1.0
ValueType.java,45.0,1.0,46.0,0.5555556,0.0
DocValuesCodecProvider.java,44.0,2.0,46.0,0.5,0.0
JakartaRegexpCapabilities.java,45.0,1.0,46.0,0.5,1.0
AnalyzingLookupFactory.java,46.0,0.0,46.0,0.2,0.0
DocValuesProcessor.java,44.0,2.0,46.0,0.5,0.0
UnknownDictionaryTest.java,45.0,1.0,46.0,0.5,0.0
SearchHandler.java,46.0,0.0,46.0,0.13793103,1.0
PatternAnalyzerTest.java,45.0,1.0,46.0,0.5714286,0.0
AdaptiveAccumulatorTest.java,46.0,0.0,46.0,0.45454547,0.0
AssociationFloatSumAggregator.java,45.0,1.0,46.0,0.6923077,0.0
PositionLengthAttribute.java,45.0,1.0,46.0,0.5,0.0
SimilarityDelegator.java,46.0,0.0,46.0,0.4,0.0
SafeConcurrentUpdateSolrServer.java,45.0,1.0,46.0,1.0,0.0
TestLatvianAnalyzer.java,45.0,1.0,46.0,0.6666667,5.0
GalicianMinimalStemmer.java,45.0,1.0,46.0,0.75,0.0
TransactionLog.java,46.0,0.0,46.0,0.33333334,2.0
StoredFieldsReader.java,45.0,1.0,46.0,0.53846157,2.0
TokenMgrError.java,46.0,0.0,46.0,0.44615385,5.0
AssociationsFacetFields.java,45.0,1.0,46.0,0.7777778,0.0
FacetsPayloadMigrationReader.java,46.0,0.0,46.0,0.44444445,0.0
GermanAnalyzer.java,45.0,1.0,46.0,0.6666667,5.0
DistinctValuesCollectorTest.java,46.0,0.0,46.0,0.47368422,8.0
NewCollationAnalyzerTask.java,45.0,1.0,46.0,0.875,1.0
RealTimeGetHandler.java,46.0,0.0,46.0,0.4,0.0
NameHashIntCacheLRU.java,46.0,0.0,46.0,0.36363637,1.0
FilterCodec.java,45.0,1.0,46.0,0.5,1.0
DocFieldConsumer.java,46.0,0.0,46.0,0.29411766,0.0
ExcludedMarkerFactory.java,46.0,0.0,46.0,0.33333334,1.0
PluginInfo.java,46.0,0.0,46.0,0.2857143,0.0
TestNormsFormat.java,45.0,1.0,46.0,1.0,0.0
SpatialExample.java,45.0,1.0,46.0,0.7,4.0
RegexFileFilter.java,46.0,0.0,46.0,0.33333334,0.0
NumericRangeQueryNode.java,46.0,0.0,46.0,0.33333334,1.0
DocTransformers.java,46.0,0.0,46.0,0.42857143,0.0
TestRuleIgnoreAfterMaxFailures.java,45.0,1.0,46.0,1.0,2.0
MultiReader.java,46.0,0.0,46.0,0.33333334,6.0
HdfsFileFieldNames.java,45.0,1.0,46.0,1.0,0.0
PayloadFunction.java,46.0,0.0,46.0,0.4,2.0
BlockJoinParentQParserPlugin.java,44.0,2.0,46.0,0.5,0.0
TestAllAnalyzersHaveFactories.java,45.0,1.0,46.0,0.6,5.0
TestSolrSynonymParser.java,45.0,1.0,46.0,0.5555556,3.0
TestCloudManagedSchemaCopyFields.java,45.0,1.0,46.0,1.0,0.0
SolrUIMAConfiguration.java,46.0,0.0,46.0,0.33333334,0.0
SlowOpeningMockIndexInputWrapper.java,45.0,1.0,46.0,1.0,1.0
MultiTrie.java,45.0,1.0,46.0,0.875,2.0
TestPseudoReturnFields.java,46.0,0.0,46.0,0.2,0.0
Dictionary.java,45.0,1.0,46.0,0.75,17.0
KeywordMarkerFilter.java,45.0,1.0,46.0,0.8,2.0
TestEscaped.java,45.0,1.0,46.0,1.0,1.0
ChecksumIndexOutput.java,45.0,1.0,46.0,0.5,0.0
TestRandomMergePolicy.java,44.0,2.0,46.0,0.5,1.0
AssociationIntSumFacetsAggregator.java,45.0,1.0,46.0,1.0,0.0
AdaptiveSearcher.java,46.0,0.0,46.0,0.46153846,0.0
StemmerUtil.java,45.0,1.0,46.0,0.6666667,0.0
DocSetDelegateCollector.java,46.0,0.0,46.0,0.2857143,0.0
TaxonomyWriterCache.java,45.0,1.0,46.0,0.5,0.0
SimpleSpatialContextFactory.java,45.0,1.0,46.0,0.61538464,0.0
HunspellStemFilterFactory.java,46.0,0.0,46.0,0.4090909,6.0
TestTikaEntityProcessor.java,46.0,0.0,46.0,0.4375,0.0
DatasetSplitter.java,45.0,1.0,46.0,0.625,4.0
BufferStore.java,45.0,1.0,46.0,0.75,0.0
CloudInspectUtil.java,45.0,1.0,46.0,1.0,0.0
SimpleBoundaryScannerTest.java,46.0,0.0,46.0,0.4,1.0
DummyHighlighter.java,46.0,0.0,46.0,0.33333334,0.0
DummyQueryNodeBuilder.java,46.0,0.0,46.0,0.25,0.0
IntValueFieldType.java,45.0,1.0,46.0,1.0,0.0
CoordinateFieldType.java,46.0,0.0,46.0,0.33333334,0.0
TestEntityProcessorBase.java,46.0,0.0,46.0,0.44444445,0.0
QueryNodeProcessor.java,45.0,1.0,46.0,0.5714286,0.0
UnknownDictionaryBuilder.java,45.0,1.0,46.0,0.5555556,0.0
StandardSyntaxParser.java,46.0,0.0,46.0,0.4347826,1.0
UpdateRequestExt.java,46.0,0.0,46.0,0.33333334,0.0
BasicModelP.java,45.0,1.0,46.0,0.5,1.0
TurkishStemmer.java,45.0,1.0,46.0,0.85714287,0.0
TestBufferedIndexInput.java,46.0,0.0,46.0,0.3181818,13.0
AnalysisAfterCoreReloadTest.java,45.0,1.0,46.0,0.6,1.0
DoubleRangeFacetCounts.java,45.0,1.0,46.0,0.6666667,1.0
